locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12859_00588	gene	1017	fbpA			
573.12859_00588	CDS	1017	fbpA			Fe(3+)-binding periplasmic protein
573.12859_00589	gene	1575				
573.12859_00589	CDS	1575				hypothetical protein
573.12859_00590	gene	1029	fbpC			
573.12859_00590	CDS	1029	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
573.12859_00591	gene	642				
573.12859_00591	CDS	642				hypothetical protein
573.12859_00592	gene	213				
573.12859_00592	CDS	213				hypothetical protein
573.12859_00593	gene	834	rhaR_1			
573.12859_00593	CDS	834	rhaR_1			HTH-type transcriptional activator RhaR
573.12859_00594	gene	768				
573.12859_00594	CDS	768				hypothetical protein
573.12859_00595	gene	342	frwD			
573.12859_00595	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
573.12859_00596	gene	876	cutD_2			
573.12859_00596	CDS	876	cutD_2	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
573.12859_00597	gene	2298	cutC_1			
573.12859_00597	CDS	2298	cutC_1	4.3.99.4	COG1882	Choline trimethylamine-lyase
573.12859_00598	gene	321	fruA_1			
573.12859_00598	CDS	321	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
573.12859_00599	gene	1077	manP_1			
573.12859_00599	CDS	1077	manP_1		COG1299	PTS system mannose-specific EIIBCA component
573.12859_00600	gene	2502	fryA			
573.12859_00600	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
573.12859_00601	gene	966	yeaX_1			
573.12859_00601	CDS	966	yeaX_1	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
573.12859_00602	gene	1449	gabD_1			
573.12859_00602	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
573.12859_00603	gene	1125	yeaW			
573.12859_00603	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
573.12859_00604	gene	1608	caiT			
573.12859_00604	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
573.12859_00605	gene	1086	dmlA			
573.12859_00605	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
573.12859_00606	gene	942	dmlR_3			
573.12859_00606	CDS	942	dmlR_3			HTH-type transcriptional regulator DmlR
573.12859_00607	gene	1281	puuB_1			
573.12859_00607	CDS	1281	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
573.12859_00608	gene	1488	puuC			
573.12859_00608	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
573.12859_00609	gene	558	puuR			
573.12859_00609	CDS	558	puuR			HTH-type transcriptional regulator PuuR
573.12859_00610	gene	765	puuD			
573.12859_00610	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
573.12859_00611	gene	1422	puuA			
573.12859_00611	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
573.12859_00612	gene	192				
573.12859_00612	CDS	192				hypothetical protein
573.12859_00613	gene	1392	puuP			
573.12859_00613	CDS	1392	puuP		COG0531	Putrescine importer PuuP
573.12859_00614	gene	123				
573.12859_00614	CDS	123				hypothetical protein
573.12859_00615	gene	222				
573.12859_00615	CDS	222				hypothetical protein
573.12859_00616	gene	789				
573.12859_00616	CDS	789				hypothetical protein
573.12859_00617	gene	450				
573.12859_00617	CDS	450				hypothetical protein
573.12859_00618	gene	1248	agp_1			
573.12859_00618	CDS	1248	agp_1	3.1.3.10		Glucose-1-phosphatase
573.12859_00619	gene	228	yccJ			
573.12859_00619	CDS	228	yccJ			putative protein YccJ
573.12859_00620	gene	597	wrbA			
573.12859_00620	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
573.12859_00621	gene	939				
573.12859_00621	CDS	939				hypothetical protein
573.12859_00622	gene	1323	rutG			
573.12859_00622	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
573.12859_00623	gene	495	rutF			
573.12859_00623	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
573.12859_00624	gene	591	rutE			
573.12859_00624	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
573.12859_00625	gene	804	rutD			
573.12859_00625	CDS	804	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
573.12859_00626	gene	393	rutC_1			
573.12859_00626	CDS	393	rutC_1	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
573.12859_00627	gene	711	rutB_1			
573.12859_00627	CDS	711	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
573.12859_00628	gene	1092	rutA			
573.12859_00628	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
573.12859_00629	gene	639	rutR			
573.12859_00629	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
573.12859_00630	gene	396				
573.12859_00630	CDS	396				hypothetical protein
573.12859_00631	gene	3963	putA			
573.12859_00631	CDS	3963	putA		COG0506	Bifunctional protein PutA
573.12859_00632	gene	1509	putP			
573.12859_00632	CDS	1509	putP		COG0591	Sodium/proline symporter
573.12859_00633	gene	435				
573.12859_00633	CDS	435				hypothetical protein
573.12859_00634	gene	1218	nupC_1			
573.12859_00634	CDS	1218	nupC_1		COG1972	Nucleoside permease NupC
573.12859_00635	gene	831	efeU			
573.12859_00635	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
573.12859_00636	gene	1128	efeO			
573.12859_00636	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
573.12859_00637	gene	1284	efeB			
573.12859_00637	CDS	1284	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
573.12859_00638	gene	789	phoH			
573.12859_00638	CDS	789	phoH		COG1702	Protein PhoH
573.12859_00639	gene	807				
573.12859_00639	CDS	807				hypothetical protein
573.12859_00640	gene	88				
573.12859_00640	tRNA	88				tRNA-Ser(gga)
573.12859_00641	gene	678	ycaC			
573.12859_00641	CDS	678	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
573.12859_00642	gene	861				
573.12859_00642	CDS	861				hypothetical protein
573.12859_00643	gene	906	dmlR_4			
573.12859_00643	CDS	906	dmlR_4			HTH-type transcriptional regulator DmlR
573.12859_00644	gene	1159				
573.12859_00644	rRNA	1159				23S ribosomal RNA (partial)
573.12859_00645	gene	111				
573.12859_00645	rRNA	111				5S ribosomal RNA
573.12859_00646	gene	318				
573.12859_00646	CDS	318				hypothetical protein
573.12859_00647	gene	1125	yhhJ			
573.12859_00647	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
573.12859_00648	gene	2745	rbbA			
573.12859_00648	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
573.12859_00649	gene	1068				
573.12859_00649	CDS	1068				hypothetical protein
573.12859_00650	gene	1395	dosC			
573.12859_00650	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
573.12859_00651	gene	1008	trpS2			
573.12859_00651	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
573.12859_00652	gene	984	lsrB_1			
573.12859_00652	CDS	984	lsrB_1			Autoinducer 2-binding protein LsrB
573.12859_00653	gene	1485	rbsA_1			
573.12859_00653	CDS	1485	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
573.12859_00654	gene	972	rbsC_1			
573.12859_00654	CDS	972	rbsC_1		COG1172	Ribose import permease protein RbsC
573.12859_00655	gene	957	lsrD_1			
573.12859_00655	CDS	957	lsrD_1			Autoinducer 2 import system permease protein LsrD
573.12859_00656	gene	783	kefG			
573.12859_00656	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
573.12859_00657	gene	909	syrM1			
573.12859_00657	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
573.12859_00658	gene	420	fosA			
573.12859_00658	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
573.12859_00659	gene	1413	norG_1			
573.12859_00659	CDS	1413	norG_1		COG1167	HTH-type transcriptional regulator NorG
573.12859_00660	gene	165				
573.12859_00660	CDS	165				hypothetical protein
573.12859_00661	gene	465	slyA_1			
573.12859_00661	CDS	465	slyA_1			Transcriptional regulator SlyA
573.12859_00662	gene	1068	yibH_1			
573.12859_00662	CDS	1068	yibH_1		COG1566	Inner membrane protein YibH
573.12859_00663	gene	1065				
573.12859_00663	CDS	1065				hypothetical protein
573.12859_00664	gene	255				
573.12859_00664	CDS	255				hypothetical protein
573.12859_00665	gene	768	hadI			
573.12859_00665	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
573.12859_00666	gene	1152	fldC			
573.12859_00666	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
573.12859_00667	gene	240				
573.12859_00667	CDS	240				hypothetical protein
573.12859_00668	gene	1242	mdtM_1			
573.12859_00668	CDS	1242	mdtM_1			Multidrug resistance protein MdtM
573.12859_00669	gene	1293				
573.12859_00669	CDS	1293				hypothetical protein
573.12859_00670	gene	663	rhtC_1			
573.12859_00670	CDS	663	rhtC_1		COG1280	Threonine efflux protein
573.12859_00671	gene	816	rhaS_1			
573.12859_00671	CDS	816	rhaS_1			HTH-type transcriptional activator RhaS
573.12859_00672	gene	951				
573.12859_00672	CDS	951				ISNCY family transposase ISRor2
573.12859_00673	gene	1371	sad_1			
573.12859_00673	CDS	1371	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
573.12859_00674	gene	546				
573.12859_00674	CDS	546				hypothetical protein
573.12859_00675	gene	957	yjiA			
573.12859_00675	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
573.12859_00676	gene	204				
573.12859_00676	CDS	204				hypothetical protein
573.12859_00677	gene	2151	btsT			
573.12859_00677	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
573.12859_00678	gene	624				
573.12859_00678	CDS	624				hypothetical protein
573.12859_00679	gene	822				
573.12859_00679	CDS	822				hypothetical protein
573.12859_00680	gene	513	hpaC			
573.12859_00680	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
573.12859_00681	gene	1563	hpaB			
573.12859_00681	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
573.12859_00682	gene	891	rhaR_2			
573.12859_00682	CDS	891	rhaR_2			HTH-type transcriptional activator RhaR
573.12859_00683	gene	1359	ttuB_2			
573.12859_00683	CDS	1359	ttuB_2			Putative tartrate transporter
573.12859_00684	gene	798	hpcH			
573.12859_00684	CDS	798	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
573.12859_00685	gene	804	hpcG			
573.12859_00685	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
573.12859_00686	gene	381	hpcD			
573.12859_00686	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
573.12859_00687	gene	858	hpcB			
573.12859_00687	CDS	858	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
573.12859_00688	gene	1467	betB_1			
573.12859_00688	CDS	1467	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
573.12859_00689	gene	765	hpcE_1			
573.12859_00689	CDS	765	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
573.12859_00690	gene	633	hpcE_2			
573.12859_00690	CDS	633	hpcE_2		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
573.12859_00691	gene	441	farR			
573.12859_00691	CDS	441	farR			HTH-type transcriptional regulator FarR
573.12859_00692	gene	330				
573.12859_00692	CDS	330				hypothetical protein
573.12859_00693	gene	288				
573.12859_00693	CDS	288				hypothetical protein
573.12859_00694	gene	1017	lhpD			
573.12859_00694	CDS	1017	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
573.12859_00695	gene	1221				
573.12859_00695	CDS	1221		4.1.2.42		D-threonine aldolase
573.12859_00696	gene	1440	dan			
573.12859_00696	CDS	1440	dan	3.5.1.81		D-aminoacylase
573.12859_00697	gene	393	tdcF			
573.12859_00697	CDS	393	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
573.12859_00698	gene	1488	opuE			
573.12859_00698	CDS	1488	opuE		COG0591	Osmoregulated proline transporter OpuE
573.12859_00699	gene	873	dgoK1_1			
573.12859_00699	CDS	873	dgoK1_1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
573.12859_00700	gene	600	dgoA_1			
573.12859_00700	CDS	600	dgoA_1	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
573.12859_00701	gene	864	hexR_1			
573.12859_00701	CDS	864	hexR_1		COG1737	HTH-type transcriptional regulator HexR
573.12859_00702	gene	534				
573.12859_00702	CDS	534				hypothetical protein
573.12859_00703	gene	837	mshD			
573.12859_00703	CDS	837	mshD	2.3.1.189		Mycothiol acetyltransferase
573.12859_00704	gene	1362	lgoT_1			
573.12859_00704	CDS	1362	lgoT_1			putative L-galactonate transporter
573.12859_00705	gene	915	lgoR			
573.12859_00705	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
573.12859_00706	gene	1023	lgoD			
573.12859_00706	CDS	1023	lgoD	1.1.1.414	COG1063	L-galactonate-5-dehydrogenase
573.12859_00707	gene	1446	uxaB_1			
573.12859_00707	CDS	1446	uxaB_1	1.1.1.58	COG0246	Altronate oxidoreductase
573.12859_00708	gene	1323	norR_1			
573.12859_00708	CDS	1323	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
573.12859_00709	gene	1410				
573.12859_00709	CDS	1410				hypothetical protein
573.12859_00710	gene	423				
573.12859_00710	CDS	423				hypothetical protein
573.12859_00711	gene	471	sorB			
573.12859_00711	CDS	471	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
573.12859_00712	gene	780	agaC			
573.12859_00712	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
573.12859_00713	gene	852	manZ_1			
573.12859_00713	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
573.12859_00714	gene	1062	glmS_1			
573.12859_00714	CDS	1062	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
573.12859_00715	gene	1011	frlB_1			
573.12859_00715	CDS	1011	frlB_1	3.5.-.-	COG2222	Fructosamine deglycase FrlB
573.12859_00716	gene	939				
573.12859_00716	CDS	939				ISNCY family transposase ISRor2
573.12859_00717	gene	2292	mdoB			
573.12859_00717	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
573.12859_00718	gene	492				
573.12859_00718	CDS	492				hypothetical protein
573.12859_00719	gene	744	dnaC			
573.12859_00719	CDS	744	dnaC		COG1484	DNA replication protein DnaC
573.12859_00720	gene	540	dnaT			
573.12859_00720	CDS	540	dnaT			Primosomal protein 1
573.12859_00721	gene	474				
573.12859_00721	CDS	474				hypothetical protein
573.12859_00722	gene	777	yjjP			
573.12859_00722	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
573.12859_00723	gene	1185	pobA			
573.12859_00723	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
573.12859_00724	gene	882	rhaR_3			
573.12859_00724	CDS	882	rhaR_3			HTH-type transcriptional activator RhaR
573.12859_00725	gene	723	yjjQ			
573.12859_00725	CDS	723	yjjQ			Putative transcription factor YjjQ
573.12859_00726	gene	675	bglJ			
573.12859_00726	CDS	675	bglJ		COG2197	Transcriptional activator protein BglJ
573.12859_00727	gene	459				
573.12859_00727	CDS	459				hypothetical protein
573.12859_00728	gene	1344	licC_2			
573.12859_00728	CDS	1344	licC_2		COG1455	Lichenan permease IIC component
573.12859_00729	gene	789	fhuF			
573.12859_00729	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
573.12859_00730	gene	1047				
573.12859_00730	CDS	1047				hypothetical protein
573.12859_00731	gene	354				
573.12859_00731	CDS	354				hypothetical protein
573.12859_00732	gene	87				
573.12859_00732	tRNA	87				tRNA-Leu(cag)
573.12859_00733	gene	87				
573.12859_00733	tRNA	87				tRNA-Leu(cag)
573.12859_00734	gene	87				
573.12859_00734	tRNA	87				tRNA-Leu(cag)
573.12859_00735	gene	1029	rsmC			
573.12859_00735	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
573.12859_00736	gene	414	holD			
573.12859_00736	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
573.12859_00737	gene	447	rimI			
573.12859_00737	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
573.12859_00738	gene	678	yjjG			
573.12859_00738	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
573.12859_00739	gene	1590	prfC			
573.12859_00739	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
573.12859_00740	gene	621	osmY_1			
573.12859_00740	CDS	621	osmY_1		COG2823	Osmotically-inducible protein Y
573.12859_00741	gene	162				
573.12859_00741	CDS	162				hypothetical protein
573.12859_00742	gene	1074				
573.12859_00742	CDS	1074				hypothetical protein
573.12859_00743	gene	795	yjjV			
573.12859_00743	CDS	795	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
573.12859_00744	gene	1278	nupX			
573.12859_00744	CDS	1278	nupX		COG1972	Putative nucleoside permease NupX
573.12859_00745	gene	780	deoC_1			
573.12859_00745	CDS	780	deoC_1	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
573.12859_00746	gene	1323	deoA			
573.12859_00746	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
573.12859_00747	gene	1224	deoB			
573.12859_00747	CDS	1224	deoB	5.4.2.7	COG1015	Phosphopentomutase
573.12859_00748	gene	720	deoD			
573.12859_00748	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
573.12859_00749	gene	1017	lplA			
573.12859_00749	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
573.12859_00750	gene	648	ytjB			
573.12859_00750	CDS	648	ytjB		COG3726	putative inner membrane protein Smp
573.12859_00751	gene	972	serB			
573.12859_00751	CDS	972	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
573.12859_00752	gene	1383	radA			
573.12859_00752	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
573.12859_00753	gene	1233	nadR			
573.12859_00753	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
573.12859_00754	gene	1668	ettA_2			
573.12859_00754	CDS	1668	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
573.12859_00755	gene	1938	slt			
573.12859_00755	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
573.12859_00756	gene	330	trpR			
573.12859_00756	CDS	330	trpR		COG2973	Trp operon repressor
573.12859_00757	gene	516	yjjX			
573.12859_00757	CDS	516	yjjX	3.6.1.-	COG1986	Inosine/xanthosine triphosphatase
573.12859_00758	gene	648	cobC_1			
573.12859_00758	CDS	648	cobC_1	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
573.12859_00759	gene	870	rob_1			
573.12859_00759	CDS	870	rob_1		COG2207	Right origin-binding protein
573.12859_00760	gene	474				
573.12859_00760	CDS	474				hypothetical protein
573.12859_00761	gene	690	creB			
573.12859_00761	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
573.12859_00762	gene	1425	creC			
573.12859_00762	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
573.12859_00763	gene	1359	creD			
573.12859_00763	CDS	1359	creD		COG4452	Inner membrane protein CreD
573.12859_00764	gene	717	arcA			
573.12859_00764	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
573.12859_00765	gene	687	trmL_2			
573.12859_00765	CDS	687	trmL_2	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase
573.12859_00766	gene	2463	thrA			
573.12859_00766	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
573.12859_00767	gene	930	thrB			
573.12859_00767	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
573.12859_00768	gene	1281	thrC			
573.12859_00768	CDS	1281	thrC	4.2.3.1	COG0498	Threonine synthase
573.12859_00769	gene	378				
573.12859_00769	CDS	378				hypothetical protein
573.12859_00770	gene	774	yaaA			
573.12859_00770	CDS	774	yaaA		COG3022	Peroxide stress resistance protein YaaA
573.12859_00771	gene	1431	alsT			
573.12859_00771	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
573.12859_00772	gene	954	talB			
573.12859_00772	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
573.12859_00773	gene	588	mog			
573.12859_00773	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
573.12859_00774	gene	1305	proP_1			
573.12859_00774	CDS	1305	proP_1			Proline/betaine transporter
573.12859_00775	gene	567	satP			
573.12859_00775	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
573.12859_00776	gene	750				
573.12859_00776	CDS	750				hypothetical protein
573.12859_00777	gene	405				
573.12859_00777	CDS	405				hypothetical protein
573.12859_00778	gene	1917	dnaK_1			
573.12859_00778	CDS	1917	dnaK_1		COG0443	Chaperone protein DnaK
573.12859_00779	gene	1134	dnaJ			
573.12859_00779	CDS	1134	dnaJ		COG0484	Chaperone protein DnaJ
573.12859_00780	gene	1224	nhaA_1			
573.12859_00780	CDS	1224	nhaA_1		COG3004	Na(+)/H(+) antiporter NhaA
573.12859_00781	gene	897	nhaR			
573.12859_00781	CDS	897	nhaR		COG0583	Transcriptional activator protein NhaR
573.12859_00782	gene	210				
573.12859_00782	CDS	210				hypothetical protein
573.12859_00783	gene	939	ribF			
573.12859_00783	CDS	939	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
573.12859_00784	gene	2853	ileS			
573.12859_00784	CDS	2853	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
573.12859_00785	gene	501	lspA			
573.12859_00785	CDS	501	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
573.12859_00786	gene	450	fkpB			
573.12859_00786	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
573.12859_00787	gene	951	ispH			
573.12859_00787	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
573.12859_00788	gene	915	rihC			
573.12859_00788	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
573.12859_00789	gene	366	yhaI			
573.12859_00789	CDS	366	yhaI		COG3152	Inner membrane protein YhaI
573.12859_00790	gene	930	dmlR_5			
573.12859_00790	CDS	930	dmlR_5			HTH-type transcriptional regulator DmlR
573.12859_00791	gene	630				
573.12859_00791	CDS	630				hypothetical protein
573.12859_00792	gene	822	dapB			
573.12859_00792	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
573.12859_00793	gene	1149	carA_1			
573.12859_00793	CDS	1149	carA_1	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
573.12859_00794	gene	3225	carB_1			
573.12859_00794	CDS	3225	carB_1	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
573.12859_00795	gene	234	ygdR_1			
573.12859_00795	CDS	234	ygdR_1			putative lipoprotein YgdR
573.12859_00796	gene	534	kefF_1			
573.12859_00796	CDS	534	kefF_1	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
573.12859_00797	gene	1866	kefC_2			
573.12859_00797	CDS	1866	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
573.12859_00798	gene	480				
573.12859_00798	CDS	480				IS1595 family transposase ISSsu9
573.12859_00799	gene	849	apaH			
573.12859_00799	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
573.12859_00800	gene	378	apaG			
573.12859_00800	CDS	378	apaG		COG2967	Protein ApaG
573.12859_00801	gene	822	rsmA			
573.12859_00801	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
573.12859_00802	gene	990	pdxA			
573.12859_00802	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
573.12859_00803	gene	1287	surA			
573.12859_00803	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
573.12859_00804	gene	2349	lptD			
573.12859_00804	CDS	2349	lptD		COG1452	LPS-assembly protein LptD
573.12859_00805	gene	828	djlA			
573.12859_00805	CDS	828	djlA		COG1076	Co-chaperone protein DjlA
573.12859_00806	gene	699	citB			
573.12859_00806	CDS	699	citB		COG4565	Transcriptional regulatory protein CitB
573.12859_00807	gene	1626	citA			
573.12859_00807	CDS	1626	citA	2.7.13.3	COG3290	Sensor histidine kinase CitA
573.12859_00808	gene	1365	cimH			
573.12859_00808	CDS	1365	cimH		COG3493	Citrate/malate transporter
573.12859_00809	gene	540	citX			
573.12859_00809	CDS	540	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
573.12859_00810	gene	660	rluA_1			
573.12859_00810	CDS	660	rluA_1	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
573.12859_00811	gene	2907	rapA			
573.12859_00811	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
573.12859_00812	gene	2358	polB			
573.12859_00812	CDS	2358	polB	2.7.7.7	COG0417	DNA polymerase II
573.12859_00813	gene	696	araD			
573.12859_00813	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
573.12859_00814	gene	1503	araA			
573.12859_00814	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
573.12859_00815	gene	1710	araB_1			
573.12859_00815	CDS	1710	araB_1	2.7.1.16	COG1069	Ribulokinase
573.12859_00816	gene	846	araC_1			
573.12859_00816	CDS	846	araC_1			Arabinose operon regulatory protein
573.12859_00817	gene	768	yabI_1			
573.12859_00817	CDS	768	yabI_1		COG0586	Inner membrane protein YabI
573.12859_00818	gene	702	thiQ			
573.12859_00818	CDS	702	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
573.12859_00819	gene	1611				
573.12859_00819	CDS	1611				hypothetical protein
573.12859_00820	gene	984	thiB			
573.12859_00820	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
573.12859_00821	gene	1656	sgrR_1			
573.12859_00821	CDS	1656	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
573.12859_00822	gene	153				
573.12859_00822	CDS	153				hypothetical protein
573.12859_00823	gene	1185	setA			
573.12859_00823	CDS	1185	setA			Sugar efflux transporter A
573.12859_00824	gene	1311	gudP_2			
573.12859_00824	CDS	1311	gudP_2			putative glucarate transporter
573.12859_00825	gene	897	gltC_1			
573.12859_00825	CDS	897	gltC_1			HTH-type transcriptional regulator GltC
573.12859_00826	gene	756	aroD			
573.12859_00826	CDS	756	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
573.12859_00827	gene	1215	ydiM			
