locus_tag	ftype	length_bp	gene	EC_number	COG	product
573.12862_00771	gene	636	comR			
573.12862_00771	CDS	636	comR			HTH-type transcriptional repressor ComR
573.12862_00772	gene	2190	iutA			
573.12862_00772	CDS	2190	iutA			Ferric aerobactin receptor
573.12862_00773	gene	540				
573.12862_00773	CDS	540				hypothetical protein
573.12862_00774	gene	1305	ndh			
573.12862_00774	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
573.12862_00775	gene	543				
573.12862_00775	CDS	543				hypothetical protein
573.12862_00776	gene	1023	nagZ			
573.12862_00776	CDS	1023	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
573.12862_00777	gene	828	thiK			
573.12862_00777	CDS	828	thiK	2.7.1.89	COG0510	Thiamine kinase
573.12862_00778	gene	648	lpoB			
573.12862_00778	CDS	648	lpoB		COG3417	Penicillin-binding protein activator LpoB
573.12862_00779	gene	375				
573.12862_00779	CDS	375				hypothetical protein
573.12862_00780	gene	357	hinT			
573.12862_00780	CDS	357	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
573.12862_00781	gene	1434	ptsG			
573.12862_00781	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
573.12862_00782	gene	795	ycfH			
573.12862_00782	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
573.12862_00783	gene	1005	holB			
573.12862_00783	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
573.12862_00784	gene	642	tmk			
573.12862_00784	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
573.12862_00785	gene	1023	mltG			
573.12862_00785	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
573.12862_00786	gene	810	pabC			
573.12862_00786	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
573.12862_00787	gene	1242	fabF_1			
573.12862_00787	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
573.12862_00788	gene	237	acpP			
573.12862_00788	CDS	237	acpP			Acyl carrier protein
573.12862_00789	gene	735	fabG_1			
573.12862_00789	CDS	735	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
573.12862_00790	gene	930	fabD_1			
573.12862_00790	CDS	930	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
573.12862_00791	gene	954	fabH			
573.12862_00791	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
573.12862_00792	gene	1161	plsX			
573.12862_00792	CDS	1161	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
573.12862_00793	gene	174	rpmF			
573.12862_00793	CDS	174	rpmF		COG0333	50S ribosomal protein L32
573.12862_00794	gene	522	yceD			
573.12862_00794	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
573.12862_00795	gene	585	yceF			
573.12862_00795	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
573.12862_00796	gene	996	rluC			
573.12862_00796	CDS	996	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
573.12862_00797	gene	3234	rne			
573.12862_00797	CDS	3234	rne	3.1.26.12	COG1530	Ribonuclease E
573.12862_00798	gene	936	dmlR_4			
573.12862_00798	CDS	936	dmlR_4			HTH-type transcriptional regulator DmlR
573.12862_00799	gene	1215	sotB_1			
573.12862_00799	CDS	1215	sotB_1			sugar efflux transporter
573.12862_00800	gene	1536	murJ			
573.12862_00800	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
573.12862_00801	gene	924	yceM			
573.12862_00801	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
573.12862_00802	gene	654				
573.12862_00802	CDS	654				hypothetical protein
573.12862_00803	gene	624	rimJ			
573.12862_00803	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
573.12862_00804	gene	1209	mdtH_1			
573.12862_00804	CDS	1209	mdtH_1			Multidrug resistance protein MdtH
573.12862_00805	gene	561	yceB			
573.12862_00805	CDS	561	yceB			putative lipoprotein YceB
573.12862_00806	gene	1047	pyrC			
573.12862_00806	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
573.12862_00807	gene	252	dinI_1			
573.12862_00807	CDS	252	dinI_1			DNA damage-inducible protein I
573.12862_00808	gene	255	bssS			
573.12862_00808	CDS	255	bssS			Biofilm regulator BssS
573.12862_00809	gene	1119	solA			
573.12862_00809	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
573.12862_00810	gene	114	yceO			
573.12862_00810	CDS	114	yceO			putative protein YceO
573.12862_00811	gene	1065				
573.12862_00811	CDS	1065				hypothetical protein
573.12862_00812	gene	921	lpxL_1			
573.12862_00812	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
573.12862_00813	gene	1227	sbnD_1			
573.12862_00813	CDS	1227	sbnD_1			Staphyloferrin B transporter
573.12862_00814	gene	387				
573.12862_00814	CDS	387				hypothetical protein
573.12862_00815	gene	228				
573.12862_00815	CDS	228				hypothetical protein
573.12862_00816	gene	2529	mdoH			
573.12862_00816	CDS	2529	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
573.12862_00817	gene	1554	mdoG			
573.12862_00817	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
573.12862_00818	gene	1161	mdoC			
573.12862_00818	CDS	1161	mdoC	2.1.-.-		Glucans biosynthesis protein C
573.12862_00819	gene	594	betI_1			
573.12862_00819	CDS	594	betI_1			HTH-type transcriptional regulator BetI
573.12862_00820	gene	528	ymdB			
573.12862_00820	CDS	528	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
573.12862_00821	gene	483	ycdZ			
573.12862_00821	CDS	483	ycdZ			Inner membrane protein YcdZ
573.12862_00822	gene	552	ycdY			
573.12862_00822	CDS	552	ycdY		COG3381	Chaperone protein YcdY
573.12862_00823	gene	738	ycdX			
573.12862_00823	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
573.12862_00824	gene	939	ghrA_1			
573.12862_00824	CDS	939	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
573.12862_00825	gene	88				
573.12862_00825	tRNA	88				tRNA-Ser(gga)
573.12862_00826	gene	906	dmlR_5			
573.12862_00826	CDS	906	dmlR_5			HTH-type transcriptional regulator DmlR
573.12862_00827	gene	861				
573.12862_00827	CDS	861				hypothetical protein
573.12862_00828	gene	678	ycaC			
573.12862_00828	CDS	678	ycaC	4.-.-.-	COG1335	putative hydrolase YcaC
573.12862_00829	gene	88				
573.12862_00829	tRNA	88				tRNA-Ser(gga)
573.12862_00830	gene	645	dsbA_1			
573.12862_00830	CDS	645	dsbA_1		COG0526	Thiol:disulfide interchange protein DsbA
573.12862_00831	gene	789	phoH			
573.12862_00831	CDS	789	phoH		COG1702	Protein PhoH
573.12862_00832	gene	1284	efeB			
573.12862_00832	CDS	1284	efeB	1.11.1.-	COG2837	Deferrochelatase/peroxidase EfeB
573.12862_00833	gene	1128	efeO			
573.12862_00833	CDS	1128	efeO		COG2822	Iron uptake system component EfeO
573.12862_00834	gene	831	efeU			
573.12862_00834	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
573.12862_00835	gene	1218	nupC_1			
573.12862_00835	CDS	1218	nupC_1		COG1972	Nucleoside permease NupC
573.12862_00836	gene	435				
573.12862_00836	CDS	435				hypothetical protein
573.12862_00837	gene	1509	putP			
573.12862_00837	CDS	1509	putP		COG0591	Sodium/proline symporter
573.12862_00838	gene	3963	putA			
573.12862_00838	CDS	3963	putA		COG0506	Bifunctional protein PutA
573.12862_00839	gene	396				
573.12862_00839	CDS	396				hypothetical protein
573.12862_00840	gene	639	rutR			
573.12862_00840	CDS	639	rutR		COG1309	HTH-type transcriptional regulator RutR
573.12862_00841	gene	1092	rutA			
573.12862_00841	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
573.12862_00842	gene	711	rutB_1			
573.12862_00842	CDS	711	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
573.12862_00843	gene	393	rutC_1			
573.12862_00843	CDS	393	rutC_1	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
573.12862_00844	gene	804	rutD			
573.12862_00844	CDS	804	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
573.12862_00845	gene	591	rutE			
573.12862_00845	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
573.12862_00846	gene	495	rutF			
573.12862_00846	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
573.12862_00847	gene	1323	rutG			
573.12862_00847	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
573.12862_00848	gene	939				
573.12862_00848	CDS	939				hypothetical protein
573.12862_00849	gene	597	wrbA			
573.12862_00849	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
573.12862_00850	gene	228	yccJ			
573.12862_00850	CDS	228	yccJ			putative protein YccJ
573.12862_00851	gene	1248	agp_1			
573.12862_00851	CDS	1248	agp_1	3.1.3.10		Glucose-1-phosphatase
573.12862_00852	gene	450				
573.12862_00852	CDS	450				hypothetical protein
573.12862_00853	gene	789				
573.12862_00853	CDS	789				hypothetical protein
573.12862_00854	gene	222				
573.12862_00854	CDS	222				hypothetical protein
573.12862_00855	gene	123				
573.12862_00855	CDS	123				hypothetical protein
573.12862_00856	gene	1392	puuP			
573.12862_00856	CDS	1392	puuP		COG0531	Putrescine importer PuuP
573.12862_00857	gene	1422	puuA			
573.12862_00857	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
573.12862_00858	gene	765	puuD			
573.12862_00858	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
573.12862_00859	gene	558	puuR			
573.12862_00859	CDS	558	puuR			HTH-type transcriptional regulator PuuR
573.12862_00860	gene	1488	puuC			
573.12862_00860	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
573.12862_00861	gene	1281	puuB			
573.12862_00861	CDS	1281	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
573.12862_00862	gene	942	dmlR_6			
573.12862_00862	CDS	942	dmlR_6			HTH-type transcriptional regulator DmlR
573.12862_00863	gene	1086	dmlA			
573.12862_00863	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
573.12862_00864	gene	1608	caiT			
573.12862_00864	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
573.12862_00865	gene	1125	yeaW			
573.12862_00865	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
573.12862_00866	gene	1449	gabD_1			
573.12862_00866	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
573.12862_00867	gene	966	yeaX_1			
573.12862_00867	CDS	966	yeaX_1	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
573.12862_00868	gene	189				
573.12862_00868	CDS	189				hypothetical protein
573.12862_00869	gene	288				
573.12862_00869	CDS	288				hypothetical protein
573.12862_00870	gene	576	pdeG			
573.12862_00870	CDS	576	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
573.12862_00871	gene	88				
573.12862_00871	tRNA	88				tRNA-Ser(tga)
573.12862_00872	gene	1653	oppA_1			
573.12862_00872	CDS	1653	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
573.12862_00873	gene	660	yccA			
573.12862_00873	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
573.12862_00874	gene	330	tusE			
573.12862_00874	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
573.12862_00875	gene	282	yccX			
573.12862_00875	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
573.12862_00876	gene	789	appY			
573.12862_00876	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
573.12862_00877	gene	555				
573.12862_00877	CDS	555				hypothetical protein
573.12862_00878	gene	1203	rlmI			
573.12862_00878	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
573.12862_00879	gene	318	hspQ			
573.12862_00879	CDS	318	hspQ		COG3785	Heat shock protein HspQ
573.12862_00880	gene	414	yccU			
573.12862_00880	CDS	414	yccU		COG1832	putative protein YccU
573.12862_00881	gene	474	mgsA			
573.12862_00881	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
573.12862_00882	gene	2055	helD			
573.12862_00882	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
573.12862_00883	gene	447	yccF			
573.12862_00883	CDS	447	yccF		COG3304	Inner membrane protein YccF
573.12862_00884	gene	2136	yccS			
573.12862_00884	CDS	2136	yccS		COG1289	Inner membrane protein YccS
573.12862_00885	gene	597	sxy			
573.12862_00885	CDS	597	sxy		COG3070	Protein Sxy
573.12862_00886	gene	510	sulA			
573.12862_00886	CDS	510	sulA		COG5404	Cell division inhibitor SulA
573.12862_00887	gene	1071	ompA_1			
573.12862_00887	CDS	1071	ompA_1		COG2885	Outer membrane protein A
573.12862_00888	gene	453	matP			
573.12862_00888	CDS	453	matP		COG3120	Macrodomain Ter protein
573.12862_00889	gene	1758	lon_1			
573.12862_00889	CDS	1758	lon_1	3.4.21.53		Lon protease
573.12862_00890	gene	519	fabA			
573.12862_00890	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
573.12862_00891	gene	564	pqiC			
573.12862_00891	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
573.12862_00892	gene	1638	pqiB			
573.12862_00892	CDS	1638	pqiB		COG3008	Intermembrane transport protein PqiB
573.12862_00893	gene	1269	pqiA			
573.12862_00893	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
573.12862_00894	gene	1908	uup			
573.12862_00894	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
573.12862_00895	gene	2106	rlmL			
573.12862_00895	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
573.12862_00896	gene	1110	ycbX			
573.12862_00896	CDS	1110	ycbX		COG0633	putative protein YcbX
573.12862_00897	gene	543	zapC			
573.12862_00897	CDS	543	zapC			Cell division protein ZapC
573.12862_00898	gene	1011	pyrD			
573.12862_00898	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
573.12862_00899	gene	576	ssuE			
573.12862_00899	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
573.12862_00900	gene	963	ssuA_1			
573.12862_00900	CDS	963	ssuA_1			Putative aliphatic sulfonates-binding protein
573.12862_00901	gene	1146	ssuD			
573.12862_00901	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
573.12862_00902	gene	792	ssuC_1			
573.12862_00902	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
573.12862_00903	gene	774	ssuB_1			
573.12862_00903	CDS	774	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
573.12862_00904	gene	2616	pepN			
573.12862_00904	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
573.12862_00905	gene	1239	pncB			
573.12862_00905	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
573.12862_00906	gene	1167	hipO_1			
573.12862_00906	CDS	1167	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
573.12862_00907	gene	1239	amaB_1			
573.12862_00907	CDS	1239	amaB_1	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
573.12862_00908	gene	1311	sdaC_1			
573.12862_00908	CDS	1311	sdaC_1		COG0814	Serine transporter
573.12862_00909	gene	1212	dpaL			
573.12862_00909	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
573.12862_00910	gene	465	lrp_1			
573.12862_00910	CDS	465	lrp_1		COG1522	Leucine-responsive regulatory protein
573.12862_00911	gene	1401	asnS			
573.12862_00911	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
573.12862_00912	gene	975	yedS			
573.12862_00912	CDS	975	yedS		COG3203	Outer membrane protein YedS
573.12862_00913	gene	1191	aspC			
573.12862_00913	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
573.12862_00914	gene	648	gloC			
573.12862_00914	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
573.12862_00915	gene	636				
573.12862_00915	CDS	636				hypothetical protein
573.12862_00916	gene	216				
573.12862_00916	CDS	216				hypothetical protein
573.12862_00917	gene	1734	ycbB			
573.12862_00917	CDS	1734	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
573.12862_00918	gene	4449	mukB			
573.12862_00918	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
573.12862_00919	gene	705	mukE			
573.12862_00919	CDS	705	mukE		COG3095	Chromosome partition protein MukE
573.12862_00920	gene	1323	mukF			
573.12862_00920	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
573.12862_00921	gene	801	cmoM			
573.12862_00921	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
573.12862_00922	gene	780				
573.12862_00922	CDS	780				hypothetical protein
573.12862_00923	gene	894				
573.12862_00923	CDS	894				hypothetical protein
573.12862_00924	gene	747	kdsB			
573.12862_00924	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
573.12862_00925	gene	183				
573.12862_00925	CDS	183				hypothetical protein
573.12862_00926	gene	1230				
573.12862_00926	CDS	1230				hypothetical protein
573.12862_00927	gene	981	lpxK			
573.12862_00927	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
573.12862_00928	gene	1749	msbA_1			
573.12862_00928	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
573.12862_00929	gene	2265				
573.12862_00929	CDS	2265				hypothetical protein
573.12862_00930	gene	288	ihfB			
573.12862_00930	CDS	288	ihfB		COG0776	Integration host factor subunit beta
573.12862_00931	gene	1674	rpsA			
573.12862_00931	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
573.12862_00932	gene	684	cmk			
573.12862_00932	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
573.12862_00933	gene	1284	aroA			
573.12862_00933	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
573.12862_00934	gene	1089	serC			
573.12862_00934	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
573.12862_00935	gene	693				
573.12862_00935	CDS	693				hypothetical protein
573.12862_00936	gene	1761	ycaO			
573.12862_00936	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
573.12862_00937	gene	858	focA			
573.12862_00937	CDS	858	focA		COG2116	putative formate transporter 1
573.12862_00938	gene	2283	pflB			
573.12862_00938	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
573.12862_00939	gene	741	pflA			
573.12862_00939	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
573.12862_00940	gene	1149	ycaD_1			
573.12862_00940	CDS	1149	ycaD_1			putative MFS-type transporter YcaD
573.12862_00941	gene	864	dmsC_1			
573.12862_00941	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
573.12862_00942	gene	885				
573.12862_00942	CDS	885				hypothetical protein
573.12862_00943	gene	873				
573.12862_00943	CDS	873				hypothetical protein
573.12862_00944	gene	939				
573.12862_00944	CDS	939				hypothetical protein
573.12862_00945	gene	843	phnC			
573.12862_00945	CDS	843	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
573.12862_00946	gene	543	ecpR			
573.12862_00946	CDS	543	ecpR			HTH-type transcriptional regulator EcpR
573.12862_00947	gene	588	ecpA			
573.12862_00947	CDS	588	ecpA			Common pilus major fimbrillin subunit EcpA
573.12862_00948	gene	669	ecpB			
573.12862_00948	CDS	669	ecpB			putative fimbrial chaperone EcpB
573.12862_00949	gene	2526	ecpC			
573.12862_00949	CDS	2526	ecpC			putative outer membrane usher protein EcpC
573.12862_00950	gene	1644	ecpD			
573.12862_00950	CDS	1644	ecpD			Fimbria adhesin EcpD
573.12862_00951	gene	711	ecpE			
573.12862_00951	CDS	711	ecpE			putative fimbrial chaperone EcpE
573.12862_00952	gene	690	glnP_1			
573.12862_00952	CDS	690	glnP_1		COG0765	putative glutamine ABC transporter permease protein GlnP
573.12862_00953	gene	753	gltJ_1			
573.12862_00953	CDS	753	gltJ_1		COG0765	Glutamate/aspartate import permease protein GltJ
573.12862_00954	gene	819	glnQ_1			
573.12862_00954	CDS	819	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
573.12862_00955	gene	810	glnH_1			
573.12862_00955	CDS	810	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
573.12862_00956	gene	171				
573.12862_00956	CDS	171				hypothetical protein
573.12862_00957	gene	696	livF_1			
573.12862_00957	CDS	696	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
573.12862_00958	gene	783	lptB_2			
573.12862_00958	CDS	783	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
573.12862_00959	gene	1050				
573.12862_00959	CDS	1050				hypothetical protein
573.12862_00960	gene	900	livH_1			
573.12862_00960	CDS	900	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
573.12862_00961	gene	1137				
573.12862_00961	CDS	1137			COG0683	Leu/Ile/Val-binding protein 
573.12862_00962	gene	777	eutC_1			
573.12862_00962	CDS	777	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
573.12862_00963	gene	1389	eutB_1			
573.12862_00963	CDS	1389	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
573.12862_00964	gene	1380	yhdG			
573.12862_00964	CDS	1380	yhdG		COG0531	putative amino acid permease YhdG
573.12862_00965	gene	1410	rocC			
573.12862_00965	CDS	1410	rocC		COG0833	Amino-acid permease RocC
573.12862_00966	gene	933	mmuM			
573.12862_00966	CDS	933	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
573.12862_00967	gene	963	tauA			
573.12862_00967	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
573.12862_00968	gene	768	tauB			
573.12862_00968	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
573.12862_00969	gene	828	ssuC_2			
573.12862_00969	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
573.12862_00970	gene	852	tauD			
573.12862_00970	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
573.12862_00971	gene	1719				
573.12862_00971	CDS	1719				hypothetical protein
573.12862_00972	gene	975	hemB			
573.12862_00972	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
573.12862_00973	gene	1161	ampH			
573.12862_00973	CDS	1161	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
573.12862_00974	gene	534	rutB_2			
573.12862_00974	CDS	534	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
573.12862_00975	gene	1089	sbmA			
573.12862_00975	CDS	1089	sbmA		COG1133	Peptide antibiotic transporter SbmA
573.12862_00976	gene	1107				
573.12862_00976	CDS	1107				hypothetical protein
573.12862_00977	gene	303	yaiY			
573.12862_00977	CDS	303	yaiY			Inner membrane protein YaiY
573.12862_00978	gene	204				
573.12862_00978	CDS	204				hypothetical protein
573.12862_00979	gene	1098	ddlA			
573.12862_00979	CDS	1098	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
573.12862_00980	gene	684				
573.12862_00980	CDS	684				hypothetical protein
573.12862_00981	gene	1200	sbnD_2			
573.12862_00981	CDS	1200	sbnD_2			Staphyloferrin B transporter
573.12862_00982	gene	261	iraP			
573.12862_00982	CDS	261	iraP			Anti-adapter protein IraP
573.12862_00983	gene	1416	phoA			
573.12862_00983	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
573.12862_00984	gene	318	psiF			
573.12862_00984	CDS	318	psiF			Phosphate starvation-inducible protein PsiF
573.12862_00985	gene	810	proC			
573.12862_00985	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
573.12862_00986	gene	459				
573.12862_00986	CDS	459				hypothetical protein
573.12862_00987	gene	711				
573.12862_00987	CDS	711				hypothetical protein
573.12862_00988	gene	534	aroL			
573.12862_00988	CDS	534	aroL	2.7.1.71	COG0703	Shikimate kinase 2
573.12862_00989	gene	192	yaiA			
573.12862_00989	CDS	192	yaiA			putative protein YaiA
573.12862_00990	gene	666				
573.12862_00990	CDS	666				hypothetical protein
573.12862_00991	gene	285	ppnP			
573.12862_00991	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
573.12862_00992	gene	912	rdgC			
573.12862_00992	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
573.12862_00993	gene	915	mak_1			
573.12862_00993	CDS	915	mak_1	2.7.1.4	COG1940	Fructokinase
573.12862_00994	gene	3138	sbcC			
573.12862_00994	CDS	3138	sbcC		COG0419	Nuclease SbcCD subunit C
573.12862_00995	gene	1206	sbcD			
573.12862_00995	CDS	1206	sbcD		COG0420	Nuclease SbcCD subunit D
573.12862_00996	gene	690	phoB			
573.12862_00996	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
573.12862_00997	gene	1296	phoR			
573.12862_00997	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
573.12862_00998	gene	1404	brnQ			
573.12862_00998	CDS	1404	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
573.12862_00999	gene	1374	proY_1			
573.12862_00999	CDS	1374	proY_1		COG1113	Proline-specific permease ProY
573.12862_01000	gene	1818	malZ			
573.12862_01000	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
573.12862_01001	gene	903	yhaJ_2			
573.12862_01001	CDS	903	yhaJ_2			HTH-type transcriptional regulator YhaJ
573.12862_01002	gene	153				
573.12862_01002	CDS	153				hypothetical protein
573.12862_01003	gene	642				
573.12862_01003	CDS	642				hypothetical protein
573.12862_01004	gene	546				
573.12862_01004	CDS	546				hypothetical protein
573.12862_01005	gene	1869	nfdA_1			
573.12862_01005	CDS	1869	nfdA_1	3.5.1.91		N-substituted formamide deformylase
573.12862_01006	gene	861	fba			
573.12862_01006	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
573.12862_01007	gene	963	yihV			
573.12862_01007	CDS	963	yihV	2.7.1.184		Sulfofructose kinase
573.12862_01008	gene	1392	ulaA_1			
573.12862_01008	CDS	1392	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
573.12862_01009	gene	288				
573.12862_01009	CDS	288				hypothetical protein
573.12862_01010	gene	444				
573.12862_01010	CDS	444				hypothetical protein
573.12862_01011	gene	603	ahpC_1			
